qid,count,majority,label
www.iwa.wales,4,,"[9, 2, 5, 3]"
www.edf.org,4,,"[10, 5, 1, 2]"
www.tcd.ie,4,,"[1, 5, 6, 7]"
www.huschblackwell.com,4,,"[10, 0, 1, 5]"
www.debatingeurope.eu,4,,"[12, 10, 5, 1]"
unevenearth.org,4,,"[9, 5, 2, 3]"
www.marcandangel.com,4,,"[7, 4, 3, 1]"
www.aidsmap.com,4,,"[7, 1, 0, 10]"
columbialawreview.org,4,,"[1, 2, 4, 5]"
towardsdatascience.com,4,,"[10, 6, 7, 8]"
thespinoff.co.nz,4,,"[5, 0, 6, 9]"
brilliantmaps.com,4,,"[1, 5, 12, 10]"
www.usu.edu,4,,"[9, 10, 7, 2]"
www.cer.eu,4,,"[5, 1, 10, 2]"
www.realclearworld.com,4,,"[1, 4, 3, 5]"
www.oregon.gov,4,,"[5, 2, 8, 9]"
github.blog,4,,"[6, 8, 4, 7]"
wildwelfare.org,4,,"[9, 5, 2, 4]"
movingtolearn.ca,4,,"[5, 3, 10, 6]"
www.socialvibes.net,4,,"[10, 2, 9, 5]"
www.dreamhost.com,4,,"[10, 0, 3, 8]"
www.5pointslaw.com,4,,"[5, 11, 7, 0]"
thehumanist.com,4,,"[7, 9, 5, 0]"
doczz.net,4,,"[11, 9, 8, 10]"
sharpexperts.com,4,,"[9, 11, 3, 7]"
healthcare.procon.org,4,,"[3, 2, 4, 1]"
www.icrc.org,4,,"[2, 1, 10, 4]"
www.hellinger.com,4,,"[4, 10, 3, 8]"
documentop.com,4,,"[10, 3, 1, 4]"
www.reconnectwithnature.org,4,,"[5, 9, 7, 4]"
www.dndbeyond.com,4,,"[12, 1, 9, 7]"
www.kingsfund.org.uk,4,,"[8, 4, 3, 9]"
www.cayuga-cc.edu,4,,"[8, 10, 1, 13]"
www.guttmacher.org,4,,"[7, 4, 0, 1]"
www.bestcollegereviews.org,4,,"[9, 1, 5, 7]"
www.brown.edu,4,,"[7, 0, 10, 2]"
yastreblyansky.blogspot.com,4,,"[10, 3, 12, 7]"
www.worldanimalfoundation.net,4,,"[1, 5, 8, 9]"
www.ccsdut.org,4,,"[4, 10, 0, 2]"
grants.nih.gov,4,,"[7, 10, 5, 6]"
www.palestinehome.org,4,,"[5, 7, 0, 10]"
georgetownvoice.com,4,,"[0, 9, 4, 7]"
www.grin.com,4,,"[12, 3, 10, 1]"
freopp.org,4,,"[8, 5, 0, 1]"
www.krazykioti.com,4,,"[9, 3, 1, 12]"
www.creativespirits.info,4,,"[10, 7, 1, 8]"
www.slashfilm.com,4,,"[7, 4, 0, 3]"
www.prageru.com,4,,"[1, 10, 2, 5]"
www.biblequery.org,4,,"[11, 3, 4, 7]"
www.denisonforum.org,4,,"[7, 11, 9, 13]"
www.jasonstaples.com,4,,"[11, 4, 6, 7]"
www.refinery29.com,4,,"[3, 5, 0, 11]"
borgenproject.org,4,,"[9, 8, 2, 5]"
caselaw.findlaw.com,4,,"[4, 10, 5, 1]"
blog.amnestyusa.org,4,,"[0, 7, 3, 1]"
lanic.utexas.edu,4,,"[3, 10, 1, 7]"
glasstire.com,4,,"[5, 9, 1, 0]"
worldbuilding.stackexchange.com,4,,"[11, 8, 10, 12]"
www.beckershospitalreview.com,4,,"[12, 10, 4, 6]"
www.etoro.com,4,,"[0, 6, 5, 7]"
www.asil.org,4,,"[2, 10, 9, 1]"
csrs.nd.edu,4,,"[8, 4, 10, 1]"
shareok.org,4,,"[10, 6, 8, 1]"
www.gardenerreport.com,4,,"[1, 5, 9, 2]"
www.informationphilosopher.com,4,,"[9, 3, 10, 4]"
falkvinge.net,4,,"[4, 10, 13, 0]"
kennedysandking.com,4,,"[0, 3, 1, 9]"
reasonandmeaning.com,4,,"[3, 1, 9, 4]"
libertarianinstitute.org,4,,"[7, 0, 1, 5]"
eur-lex.europa.eu,4,,"[5, 10, 2, 9]"
www.nctm.org,4,,"[9, 11, 13, 3]"
www.humanite.fr,4,,"[0, 5, 1, 7]"
www.st-v-sw.net,4,,"[9, 7, 8, 12]"
www.palmyria.co.uk,4,,"[1, 3, 10, 12]"
scholarship.law.upenn.edu,4,,"[10, 7, 4, 1]"
www.torquecars.com,4,,"[10, 9, 0, 12]"
www.gender-focus.com,4,,"[5, 10, 1, 3]"
kaosenlared.net,4,,"[2, 5, 10, 9]"
www.biodiversivist.com,4,,"[3, 8, 10, 2]"
www.medicaldaily.com,4,,"[2, 0, 4, 1]"
d2osdnqd2igqfx.cloudfront.net,4,,"[2, 3, 7, 13]"
