qid,count,majority,label
correresmidestino.com,3,,"[1, 7, 5]"
www.marketviewliquor.com,3,,"[3, 1, 4]"
money.com,3,,"[8, 4, 1]"
www.forkknifeswoon.com,3,,"[3, 10, 2]"
pocketchangegourmet.com,3,,"[7, 5, 10]"
www.diversivore.com,4,,"[1, 8, 10, 7]"
yoagents.digitalxte.it,3,,"[8, 2, 5]"
persianmama.com,3,,"[3, 4, 8]"
ediblesouthflorida.ediblecommunities.com,3,,"[7, 5, 9]"
chewtheworld.com,3,,"[10, 8, 3]"
bunnyswarmoven.net,3,,"[9, 3, 1]"
coach.nine.com.au,3,,"[9, 7, 10]"
www.nhs.uk,4,,"[1, 8, 9, 5]"
harvesttotable.com,3,,"[1, 9, 3]"
www.cosmopolitan.com,3,,"[8, 9, 5]"
www.wellplated.com,3,,"[1, 7, 2]"
www.writingintotheether.com,3,,"[3, 7, 1]"
www.justharvest.org,3,,"[5, 9, 2]"
foodformyfamily.com,3,,"[10, 8, 3]"
thebluebirdsarenesting.blogspot.com,3,,"[3, 4, 1]"
www.thepioneerwoman.com,3,,"[9, 3, 10]"
www.myfirstapartment.com,4,,"[9, 2, 3, 7]"
amazingribs.com,3,,"[3, 10, 9]"
blog.dce.harvard.edu,3,,"[9, 7, 12]"
www.evictedbook.com,3,,"[7, 3, 2]"
sandinmysuitcase.com,3,,"[9, 3, 1]"
www.click2houston.com,3,,"[0, 1, 11]"
infolific.com,3,,"[9, 5, 3]"
careertrend.com,3,,"[9, 5, 2]"
www.boundless.com,3,,"[9, 3, 11]"
www.elderlawanswers.com,3,,"[4, 0, 9]"
www.storey.com,3,,"[9, 3, 7]"
essayerudite.com,3,,"[0, 1, 3]"
www.elastic.co,3,,"[9, 2, 13]"
www.wonderslist.com,3,,"[7, 2, 5]"
surface.syr.edu,3,,"[1, 2, 10]"
thesportjournal.org,3,,"[1, 2, 0]"
www.underwearexpert.com,3,,"[9, 7, 3]"
sports.yahoo.com,3,,"[1, 7, 0]"
www.silverpetticoatreview.com,3,,"[9, 7, 2]"
www.angieslist.com,3,,"[13, 3, 10]"
www.ghostlyactivities.com,3,,"[1, 3, 2]"
www.policygenius.com,3,,"[5, 10, 1]"
whistlinginthewind.org,3,,"[6, 5, 9]"
www.downsizinggovernment.org,3,,"[0, 9, 5]"
www.daveramsey.com,3,,"[9, 3, 6]"
www.aei.org,3,,"[5, 2, 1]"
www.seriouseats.com,3,,"[10, 7, 1]"
www.valuepenguin.com,3,,"[11, 3, 9]"
coffeewithkierkgaard.home.blog,3,,"[3, 5, 7]"
www.mormonstories.org,3,,"[5, 3, 9]"
www.realself.com,3,,"[11, 7, 2]"
www.styled247.com,3,,"[9, 10, 7]"
www.towerlodgecare.blog,3,,"[8, 12, 3]"
www.plantcell.org,4,,"[1, 8, 2, 3]"
espas.secure.europarl.europa.eu,3,,"[10, 2, 6]"
goodmenproject.com,3,,"[10, 4, 9]"
www.roadsnacks.net,4,,"[5, 2, 10, 7]"
thegatewayonline.ca,3,,"[1, 9, 7]"
www.liveabout.com,3,,"[4, 5, 7]"
blog.hubspot.com,3,,"[4, 6, 3]"
agremgas.com,3,,"[2, 6, 8]"
www.latlong.net,3,,"[10, 11, 7]"
www.healthguidance.org,3,,"[9, 7, 3]"
mahmood.tv,3,,"[5, 9, 3]"
activeforlife.com,3,,"[1, 9, 10]"
www.versusarthritis.org,3,,"[7, 2, 8]"
www.walkjogrun.net,3,,"[11, 4, 7]"
australiannationalreview.com,3,,"[1, 7, 0]"
techcrunch.com,3,,"[7, 8, 0]"
www.nzrelo.com,4,,"[10, 5, 7, 9]"
ell.stackexchange.com,3,,"[11, 12, 1]"
www.afsusa.org,3,,"[3, 7, 5]"
www.canadavisa.com,3,,"[10, 11, 2]"
michaelhyatt.com,3,,"[10, 0, 3]"
www.tlnt.com,3,,"[6, 9, 2]"
www.childtrends.org,3,,"[5, 2, 1]"
theatheistconservative.com,3,,"[1, 4, 8]"
www.migrationpolicy.org,3,,"[7, 5, 0]"
bwsr.state.mn.us,3,,"[1, 2, 12]"
www.exberliner.com,3,,"[7, 1, 9]"
metrocosm.com,3,,"[7, 5, 9]"
www.furtherfield.org,3,,"[8, 3, 5]"
baselinescenario.com,3,,"[6, 10, 1]"
www.oneyoungworld.com,3,,"[9, 12, 3]"
www.becomingminimalist.com,3,,"[1, 7, 4]"
gaming.stackexchange.com,3,,"[8, 6, 10]"
minecraft.gamepedia.com,3,,"[9, 8, 10]"
www.planetminecraft.com,3,,"[10, 5, 7]"
feedback.minecraft.net,3,,"[7, 6, 8]"
www.techwalla.com,3,,"[8, 9, 5]"
www.auntyflo.com,3,,"[4, 8, 7]"
journal.classiccars.com,3,,"[8, 7, 12]"
www.yorksaw.com,3,,"[11, 9, 12]"
www.woodcraft.com,3,,"[8, 4, 3]"
katherinemcgrawpatterson.com,3,,"[7, 13, 3]"
myexbackcoach.com,4,,"[5, 4, 12, 3]"
www.pcgamer.com,3,,"[7, 9, 8]"
beebom.com,3,,"[1, 7, 8]"
www.tomsguide.com,3,,"[9, 3, 10]"
www.brightpips.com,3,,"[8, 9, 3]"
www.womenshealthmag.com,3,,"[9, 7, 4]"
www.healthgrades.com,3,,"[7, 1, 8]"
www.goarch.org,3,,"[0, 5, 7]"
www.psu.edu,3,,"[5, 3, 10]"
odpc.ucsf.edu,3,,"[4, 5, 8]"
extension.oregonstate.edu,3,,"[1, 9, 10]"
learningenglish.voanews.com,3,,"[10, 12, 7]"
www.bobvila.com,3,,"[3, 12, 9]"
www.homestratosphere.com,3,,"[7, 1, 3]"
www.thedenverchannel.com,4,,"[1, 0, 1, 0]"
as.tufts.edu,3,,"[7, 2, 9]"
www.tallahassee.com,3,,"[3, 0, 5]"
www.ernarubin.org,3,,"[7, 12, 3]"
scrapsfromtheloft.com,3,,"[2, 3, 9]"
kuow.org,3,,"[5, 10, 1]"
www.archspm.org,3,,"[2, 7, 9]"
www.renewable-ei.org,3,,"[9, 2, 8]"
explorable.com,3,,"[10, 4, 9]"
guide.wisc.edu,3,,"[10, 9, 7]"
www.businessnewsdaily.com,3,,"[6, 0, 1]"
web.csulb.edu,3,,"[2, 1, 10]"
www.makevotesmatter.org.uk,3,,"[5, 1, 12]"
cooperator.com,3,,"[1, 0, 6]"
nemovote.com,3,,"[12, 3, 9]"
www.extendoffice.com,3,,"[0, 2, 9]"
digitalcommons.pace.edu,3,,"[2, 4, 1]"
gangstalkingmindcontrolcults.com,3,,"[7, 12, 3]"
www.mondialisation.ca,3,,"[0, 5, 9]"
ellaas-omoiwn.blogspot.com,3,,"[12, 9, 3]"
philarchive.org,3,,"[2, 10, 7]"
tilosamericas.com,3,,"[10, 3, 1]"
nextcity.org,3,,"[0, 9, 7]"
www.welivesecurity.com,3,,"[8, 2, 4]"
www.fixr.com,3,,"[7, 12, 6]"
www.thetransportpolitic.com,3,,"[5, 9, 1]"
archive.ilr.cornell.edu,3,,"[7, 5, 1]"
www.exploit-db.com,3,,"[2, 5, 8]"
seattletransitblog.com,3,,"[5, 9, 6]"
opinionfront.com,3,,"[3, 4, 5]"
scholarlycommons.law.cwsl.edu,3,,"[3, 12, 1]"
socialistworker.org,3,,"[5, 2, 7]"
thehornnews.com,3,,"[12, 9, 0]"
theweek.com,3,,"[5, 2, 1]"
www.actuallyitsrobpentydotorg.com,3,,"[3, 9, 12]"
paperfury.com,3,,"[1, 10, 3]"
www.mymove.com,3,,"[10, 1, 3]"
www.richardkmorgan.com,3,,"[12, 7, 3]"
www.kqed.org,3,,"[9, 5, 8]"
www.dailywritingtips.com,3,,"[12, 7, 3]"
www.law.umich.edu,3,,"[5, 10, 9]"
www.jammersreviews.com,3,,"[7, 9, 1]"
www.beatport.com,3,,"[10, 7, 1]"
www.dia.govt.nz,3,,"[3, 1, 2]"
web.kitsapsun.com,3,,"[0, 10, 5]"
www.velvetjobs.com,3,,"[1, 12, 6]"
www.aol.com,3,,"[9, 3, 5]"
news.mongabay.com,3,,"[4, 9, 6]"
support.schoology.com,4,,"[1, 4, 10, 3]"
www.historylearningsite.co.uk,3,,"[8, 10, 7]"
lovestrategies.com,3,,"[7, 1, 10]"
thegreateststorynevertold.tv,3,,"[7, 10, 4]"
blog.ed.gov,3,,"[5, 1, 10]"
www.dailymail.co.uk,3,,"[0, 1, 5]"
religiouslyincorrect.com,3,,"[9, 3, 13]"
www.baltimoreravens.com,3,,"[9, 8, 7]"
alcoholrehab.com,3,,"[10, 3, 12]"
www2.law.columbia.edu,3,,"[7, 10, 1]"
workology.com,3,,"[11, 2, 12]"
www.news.com.au,3,,"[0, 6, 8]"
www.upbeacon.com,3,,"[9, 1, 3]"
www.mantelligence.com,3,,"[10, 4, 3]"
corporatefinanceinstitute.com,3,,"[6, 10, 5]"
reelrundown.com,3,,"[7, 4, 5]"
www.americanyawp.com,3,,"[8, 10, 7]"
www.aljazeera.com,3,,"[9, 7, 0]"
www.stuff.co.nz,3,,"[5, 1, 3]"
polyskeptic.com,3,,"[3, 4, 7]"
academic.udayton.edu,3,,"[0, 5, 10]"
nypost.com,3,,"[0, 10, 2]"
encyclopedia.ushmm.org,3,,"[8, 10, 1]"
www.annefrank.org,3,,"[3, 5, 2]"
commons.wikimedia.org,3,,"[2, 9, 10]"
security.blogs.cnn.com,3,,"[3, 0, 5]"
4w.pub,3,,"[2, 7, 5]"
thesocietypages.org,3,,"[3, 8, 5]"
www.mommyish.com,3,,"[13, 5, 7]"
slife.org,3,,"[8, 5, 7]"
piratesandrevolutionaries.blogspot.com,3,,"[1, 10, 3]"
www.portlandoregon.gov,3,,"[0, 3, 10]"
psychiatryonline.org,3,,"[1, 2, 3]"
learningsupportservicesinc.wordpress.com,3,,"[11, 4, 3]"
www.gresham.ac.uk,3,,"[9, 7, 3]"
www.bmj.com,3,,"[2, 3, 4]"
www.drugabuse.gov,3,,"[9, 5, 10]"
www.verywellhealth.com,3,,"[10, 1, 3]"
ssl.adam.com,3,,"[2, 3, 4]"
athealth.com,3,,"[3, 10, 5]"
www.denverpost.com,3,,"[4, 0, 3]"
osse.dc.gov,3,,"[0, 3, 4]"
www.politico.eu,3,,"[9, 5, 0]"
www.akroshair.com.tw,3,,"[11, 3, 4]"
nz.news.yahoo.com,3,,"[0, 1, 3]"
www.aworkoutroutine.com,3,,"[8, 0, 3]"
www.marines.mil,3,,"[4, 9, 1]"
www.mandley.com,3,,"[8, 3, 0]"
www.ucl.ac.uk,3,,"[4, 1, 10]"
www.xdcam-user.com,3,,"[10, 8, 0]"
ldolphin.org,3,,"[1, 0, 3]"
www.undp.org,3,,"[7, 1, 9]"
editions.lib.umn.edu,3,,"[10, 5, 0]"
effectiviology.com,3,,"[1, 2, 0]"
www.darkmoon.me,3,,"[2, 3, 4]"
www.cio.com,3,,"[8, 3, 1]"
worldwidescience.org,3,,"[1, 3, 8]"
www.socialwatch.org,3,,"[4, 11, 1]"
chisholmswichita.com,3,,"[1, 4, 3]"
www.vidhikarya.com,3,,"[4, 10, 9]"
eh.net,3,,"[5, 9, 1]"
www.mitpressjournals.org,3,,"[3, 9, 4]"
www.soundunlimited.co.uk,3,,"[8, 10, 12]"
theacousticguitarist.com,3,,"[8, 3, 5]"
www.drstrings.com,3,,"[4, 5, 1]"
ww.articlevprojecttorestoreliberty.com,3,,"[1, 4, 8]"
www.instituteforgovernment.org.uk,3,,"[9, 2, 4]"
www.ewtn.com,3,,"[4, 5, 7]"
www.thalesgroup.com,3,,"[4, 2, 5]"
www.etuc.org,3,,"[2, 9, 0]"
www.paulweiss.com,3,,"[5, 7, 2]"
www.cbi.org.uk,3,,"[4, 9, 2]"
www.justice-integrity.org,3,,"[4, 5, 0]"
www.civilsdaily.com,3,,"[1, 2, 4]"
thefederal.com,3,,"[5, 0, 7]"
indpaedia.com,3,,"[2, 3, 13]"
culturaldiplomacy.org,3,,"[8, 3, 1]"
www.dnevnik.bg,3,,"[8, 0, 3]"
stopthedrugwar.org,3,,"[11, 10, 4]"
scarab.bates.edu,3,,"[10, 1, 4]"
wordpress.org,3,,"[3, 4, 2]"
wptavern.com,3,,"[5, 8, 4]"
www.ncsby.org,3,,"[4, 3, 13]"
sohscollegewriting.wordpress.com,3,,"[7, 1, 8]"
www.deliverlean.com,3,,"[9, 1, 4]"
doctor.ndtv.com,3,,"[4, 9, 5]"
csgv2.blogspot.com,3,,"[10, 13, 9]"
www.churchmilitant.com,3,,"[0, 1, 3]"
www.marxist.com,3,,"[7, 3, 11]"
adblockplus.org,3,,"[8, 3, 7]"
www.iaasb.org,3,,"[10, 2, 5]"
www.getrichslowly.org,3,,"[2, 3, 7]"
etec.ctlt.ubc.ca,3,,"[8, 7, 10]"
www.exploregod.com,3,,"[5, 7, 4]"
obu.edu,3,,"[8, 10, 4]"
www.usip.org,3,,"[4, 2, 5]"
asiasociety.org,3,,"[9, 2, 7]"
blogs.voanews.com,3,,"[4, 7, 0]"
cseweb.ucsd.edu,3,,"[10, 3, 11]"
www.greatschools.org,3,,"[10, 9, 5]"
www.ncsbn.org,3,,"[0, 7, 9]"
www.seas.harvard.edu,3,,"[2, 9, 1]"
www.hhrjournal.org,4,,"[0, 5, 8, 9]"
empoweredsustenance.com,3,,"[9, 8, 7]"
scholar.princeton.edu,3,,"[10, 1, 11]"
treasury.gov.au,3,,"[10, 1, 3]"
www.thesandb.com,3,,"[0, 9, 10]"
www.iresearchnet.com,3,,"[7, 6, 13]"
itif.org,3,,"[10, 5, 7]"
www.whatchristianswanttoknow.com,3,,"[9, 11, 0]"
ir.library.louisville.edu,3,,"[12, 1, 2]"
www.thetrevorproject.org,3,,"[7, 4, 3]"
haniflakdawala.blogspot.com,3,,"[12, 0, 3]"
businessandeconomiclobalnews.tumblr.com,3,,"[0, 6, 10]"
www.brainchildmag.com,3,,"[3, 13, 7]"
danwang.co,3,,"[9, 3, 8]"
leewoof.org,3,,"[3, 9, 2]"
www.theinertia.com,3,,"[5, 4, 6]"
www.racialcompact.com,3,,"[3, 10, 2]"
pedestrianobservations.com,3,,"[0, 2, 5]"
vinepair.com,3,,"[7, 3, 0]"
www.conspireforchange.org,3,,"[9, 5, 2]"
www.justfacts.com,3,,"[10, 11, 6]"
www.centreforcities.org,3,,"[10, 5, 6]"
www.unipo.sk,4,,"[13, 7, 4, 8]"
orthoinfo.aaos.org,3,,"[9, 11, 10]"
www.christianpost.com,3,,"[10, 3, 7]"
news.gallup.com,3,,"[1, 0, 5]"
www.beyondintractability.org,3,,"[7, 10, 5]"
www.universetoday.com,3,,"[8, 10, 1]"
www.ilcorrieredelgiorno.it,3,,"[0, 5, 13]"
www.abitareeanziani.it,3,,"[2, 4, 10]"
www.mvcc.edu,3,,"[9, 10, 7]"
www.lib.latrobe.edu.au,3,,"[10, 1, 4]"
www.starwarsringtheory.com,3,,"[5, 8, 4]"
www.jrf.org.uk,3,,"[1, 5, 7]"
azslide.com,3,,"[5, 0, 1]"
scholarsarchive.byu.edu,3,,"[4, 10, 1]"
chicagounbound.uchicago.edu,3,,"[1, 4, 10]"
www.html5rocks.com,3,,"[13, 3, 8]"
ndupress.ndu.edu,3,,"[9, 5, 1]"
facty.com,3,,"[7, 4, 11]"
propertarianinstitute.com,3,,"[4, 6, 10]"
www.marxists.org,3,,"[1, 4, 2]"
khn.org,3,,"[9, 1, 2]"
history.state.gov,3,,"[3, 9, 4]"
deepblue.lib.umich.edu,3,,"[4, 8, 1]"
wenr.wes.org,3,,"[0, 13, 8]"
kawx.org,3,,"[9, 0, 10]"
fileserver.idpc.net,3,,"[2, 13, 10]"
idhdp.com,3,,"[4, 0, 1]"
educationvotes.nea.org,3,,"[3, 10, 9]"
www2.alhariq.com,3,,"[13, 5, 3]"
dqydj.com,5,,"[12, 7, 9, 3, 11]"
www.mckinsey.com,3,,"[10, 8, 0]"
www.epa.gov,3,,"[1, 4, 8]"
theness.com,3,,"[9, 6, 2]"
www.altexsoft.com,3,,"[11, 8, 9]"
science.education.nih.gov,4,,"[11, 9, 8, 3]"
rarediseases.org,3,,"[4, 10, 8]"
www.universeguide.com,3,,"[1, 10, 2]"
digitalcommons.calpoly.edu,3,,"[10, 2, 6]"
forums.catholic.com,3,,"[13, 10, 7]"
preventsatan.com,3,,"[9, 6, 3]"
412teens.org,3,,"[13, 8, 10]"
politicalgambler.com,3,,"[5, 3, 10]"
asocfuncionpublica.blogspot.com,3,,"[4, 3, 12]"
zgk.radlin.pl,3,,"[13, 7, 1]"
www.bethinking.org,4,,"[3, 4, 7, 5]"
enveurope.springeropen.com,3,,"[13, 1, 0]"
www.cleveland.com,3,,"[4, 0, 5]"
www.usccb.org,3,,"[9, 4, 7]"
www.ign.com,3,,"[1, 0, 7]"
www.inquiriesjournal.com,3,,"[5, 6, 1]"
vettingroom.org,4,,"[6, 3, 7, 5]"
arcdigital.media,3,,"[0, 4, 5]"
theaxiologicalperspective.wordpress.com,3,,"[13, 9, 3]"
cwarden.org,3,,"[4, 3, 10]"
georgewbush-whitehouse.archives.gov,3,,"[5, 1, 10]"
www.gospelway.com,3,,"[3, 8, 7]"
inthebible.life,3,,"[12, 5, 1]"
todayinsci.com,3,,"[1, 10, 4]"
www.smcisd.net,3,,"[9, 10, 1]"
www.elperiodico.com,3,,"[13, 9, 0]"
doc.xueqiu.com,3,,"[13, 0, 1]"
web.simmons.edu,3,,"[5, 1, 7]"
www.pacarepartnership.org,3,,"[1, 2, 9]"
compasanthology.co.uk,4,,"[13, 10, 3, 1]"
www.ox.ac.uk,3,,"[8, 0, 9]"
www.hoover.org,3,,"[12, 1, 5]"
navy-matters.blogspot.com,3,,"[12, 9, 3]"
newspunch.com,3,,"[0, 7, 9]"
www.toptenz.net,3,,"[0, 9, 3]"
sites.cortland.edu,3,,"[7, 1, 10]"
www.studyinternational.com,3,,"[0, 5, 4]"
www.bcg.com,3,,"[7, 4, 6]"
gizmodo.com,3,,"[2, 0, 8]"
notjustcute.com,3,,"[1, 4, 3]"
ggimpactgames.com,3,,"[8, 5, 4]"
aporia.byu.edu,3,,"[7, 9, 3]"
0-library-oapen-org.catalogue.libraries.london.ac.uk,4,,"[13, 10, 13, 10]"
www.equalityhumanrights.com,3,,"[6, 5, 10]"
www.jacobinmag.com,3,,"[3, 9, 12]"
www2.palomar.edu,3,,"[10, 1, 7]"
assembly.coe.int,3,,"[9, 10, 0]"
shura.shu.ac.uk,3,,"[4, 10, 1]"
rarediseases.info.nih.gov,3,,"[9, 5, 8]"
www.projectknow.com,3,,"[1, 4, 5]"
thelab.bleacherreport.com,3,,"[5, 2, 10]"
thesefootballtimes.co,3,,"[12, 7, 9]"
www.glassdoor.com,3,,"[7, 3, 12]"
doi.org,3,,"[9, 3, 10]"
law.yale.edu,3,,"[2, 10, 1]"
www.unesco.org,3,,"[11, 4, 7]"
www.ictinc.ca,3,,"[7, 10, 1]"
www.iprcommission.org,3,,"[1, 12, 2]"
umh1201.edu.umh.es,3,,"[8, 10, 1]"
www.xactlycorp.com,3,,"[5, 6, 1]"
lausd-oehs.org,3,,"[1, 10, 3]"
www.digitaltrends.com,3,,"[2, 8, 10]"
www.stancounty.com,3,,"[0, 5, 4]"
www.wf-lawyers.com,3,,"[5, 3, 10]"
publications.armywarcollege.edu,3,,"[2, 13, 10]"
www.opm.gov,3,,"[2, 3, 6]"
commonground-usa.net,3,,"[10, 9, 3]"
www.iwa.wales,3,,"[9, 2, 3]"
rsc.byu.edu,3,,"[7, 9, 1]"
www.nationalgeographic.org,4,,"[1, 0, 8, 3]"
www.edf.org,3,,"[5, 1, 2]"
www.tcd.ie,3,,"[1, 5, 6]"
www.cjr.org,4,,"[8, 1, 2, 3]"
www.huschblackwell.com,3,,"[10, 0, 1]"
www.debatingeurope.eu,3,,"[12, 10, 5]"
unevenearth.org,3,,"[5, 2, 3]"
johnjayray.com,3,,"[10, 7, 3]"
www.historycrunch.com,4,,"[5, 2, 7, 8]"
www.marcandangel.com,3,,"[7, 4, 3]"
www.aidsmap.com,3,,"[7, 0, 10]"
content.csbs.utah.edu,3,,"[1, 13, 10]"
hewlett.org,3,,"[9, 5, 1]"
columbialawreview.org,3,,"[1, 2, 5]"
www.duo.uio.no,3,,"[4, 10, 1]"
towardsdatascience.com,3,,"[10, 6, 7]"
thespinoff.co.nz,3,,"[5, 0, 6]"
io9.gizmodo.com,3,,"[1, 8, 0]"
brilliantmaps.com,3,,"[1, 5, 10]"
ualr.edu,3,,"[2, 1, 10]"
www.ky3.com,3,,"[0, 2, 5]"
byuiscroll.org,3,,"[3, 9, 0]"
www.usu.edu,3,,"[9, 10, 2]"
www.platinumperformance.com,3,,"[1, 8, 4]"
www.cer.eu,3,,"[1, 10, 2]"
www.realclearworld.com,3,,"[1, 4, 3]"
www.chefspencil.com,3,,"[10, 9, 3]"
www.oregon.gov,3,,"[5, 8, 9]"
github.blog,3,,"[6, 4, 7]"
www.honorsociety.org,3,,"[1, 0, 8]"
www.beaconforfreedom.org,3,,"[10, 7, 6]"
wildwelfare.org,3,,"[9, 2, 4]"
www.crosswalk.com,3,,"[7, 4, 5]"
movingtolearn.ca,3,,"[5, 10, 6]"
www.uvm.edu,3,,"[10, 0, 9]"
www.socialvibes.net,3,,"[10, 2, 5]"
www.dreamhost.com,3,,"[0, 3, 8]"
www.5pointslaw.com,3,,"[11, 7, 0]"
thehumanist.com,3,,"[7, 5, 0]"
muslimanswersfiles.wordpress.com,3,,"[11, 4, 3]"
www.corestandards.org,3,,"[10, 4, 2]"
doczz.net,3,,"[9, 8, 10]"
blogs.nicholas.duke.edu,3,,"[3, 10, 1]"
www.opednews.com,3,,"[0, 3, 10]"
sharpexperts.com,3,,"[11, 3, 7]"
www.lawenforcementtoday.com,3,,"[8, 5, 3]"
gwydionwilliams.com,3,,"[10, 7, 12]"
healthcare.procon.org,3,,"[3, 2, 1]"
www.icrc.org,3,,"[2, 10, 4]"
www.hellinger.com,3,,"[4, 3, 8]"
documentop.com,3,,"[10, 3, 4]"
www.business2community.com,3,,"[8, 0, 1]"
www.ncsl.org,3,,"[5, 1, 0]"
pets.stackexchange.com,3,,"[11, 1, 12]"
www.reconnectwithnature.org,3,,"[5, 7, 4]"
www.dndbeyond.com,3,,"[12, 1, 9]"
www.kingsfund.org.uk,3,,"[8, 4, 3]"
cyber.harvard.edu,3,,"[9, 10, 1]"
www.cayuga-cc.edu,3,,"[8, 10, 13]"
www.guttmacher.org,3,,"[7, 4, 0]"
www.law.uh.edu,3,,"[10, 2, 4]"
www.bestcollegereviews.org,3,,"[9, 1, 5]"
www.hepi.ac.uk,3,,"[0, 5, 9]"
www.aacu.org,3,,"[9, 7, 8]"
www.brown.edu,3,,"[7, 0, 2]"
sentencingproject.org,3,,"[10, 8, 5]"
www.libreidee.org,3,,"[5, 0, 9]"
www.globalcitizen.org,3,,"[9, 5, 12]"
www.workfront.com,3,,"[9, 8, 1]"
historycooperative.org,3,,"[5, 9, 10]"
yastreblyansky.blogspot.com,3,,"[3, 12, 7]"
www.airuniversity.af.edu,3,,"[4, 10, 7]"
www.worldanimalfoundation.net,3,,"[1, 5, 9]"
www.projectrho.com,4,,"[12, 3, 7, 8]"
www.ccsdut.org,3,,"[10, 0, 2]"
employment.findlaw.com,3,,"[4, 1, 10]"
grants.nih.gov,3,,"[7, 10, 5]"
collegereadiness.collegeboard.org,3,,"[0, 10, 4]"
www.palestinehome.org,3,,"[5, 0, 10]"
www.memoria.ca,3,,"[7, 10, 0]"
frontline.thehindu.com,3,,"[5, 9, 0]"
georgetownvoice.com,3,,"[0, 4, 7]"
www.grin.com,3,,"[12, 3, 1]"
freopp.org,3,,"[8, 5, 1]"
www.krazykioti.com,3,,"[3, 1, 12]"
www.creativespirits.info,3,,"[10, 1, 8]"
australianstogether.org.au,3,,"[5, 12, 10]"
www.slashfilm.com,3,,"[7, 0, 3]"
www.prageru.com,3,,"[1, 10, 2]"
www.biblequery.org,3,,"[3, 4, 7]"
www.denisonforum.org,3,,"[7, 11, 13]"
www.jasonstaples.com,3,,"[4, 6, 7]"
www.refinery29.com,3,,"[3, 0, 11]"
borgenproject.org,3,,"[9, 2, 5]"
www.cimaglobal.com,3,,"[7, 0, 5]"
caselaw.findlaw.com,3,,"[10, 5, 1]"
blog.amnestyusa.org,3,,"[0, 7, 1]"
lanic.utexas.edu,3,,"[3, 1, 7]"
www.pps.org,3,,"[4, 9, 0]"
glasstire.com,3,,"[9, 1, 0]"
www.scu.edu,3,,"[10, 4, 7]"
www.ionos.com,3,,"[12, 5, 7]"
www.centauri-dreams.org,3,,"[8, 1, 12]"
worldbuilding.stackexchange.com,3,,"[11, 8, 12]"
www.quotes.net,3,,"[8, 10, 12]"
www.westonaprice.org,4,,"[4, 8, 2, 12]"
www.beckershospitalreview.com,3,,"[12, 4, 6]"
www.abacademies.org,3,,"[5, 3, 10]"
www.etoro.com,3,,"[0, 6, 5]"
www.asil.org,3,,"[2, 10, 1]"
www.youthrights.org,3,,"[13, 3, 2]"
csrs.nd.edu,3,,"[8, 4, 1]"
shareok.org,3,,"[6, 8, 1]"
www.skillsyouneed.com,3,,"[10, 1, 3]"
www.khor-reports.com,3,,"[5, 2, 10]"
www.gardenerreport.com,3,,"[1, 5, 9]"
www.informationphilosopher.com,3,,"[9, 3, 10]"
falkvinge.net,3,,"[4, 13, 0]"
kennedysandking.com,3,,"[0, 3, 1]"
reasonandmeaning.com,3,,"[3, 1, 9]"
momentmag.com,3,,"[7, 10, 5]"
www.bis.org,3,,"[6, 1, 9]"
dagblog.com,3,,"[5, 3, 10]"
libertarianinstitute.org,3,,"[0, 1, 5]"
www.catholicculture.org,3,,"[1, 7, 4]"
eur-lex.europa.eu,3,,"[5, 2, 9]"
www.comparitech.com,3,,"[3, 8, 0]"
www.nctm.org,3,,"[9, 11, 13]"
www.humanite.fr,3,,"[0, 1, 7]"
www.cbr.com,3,,"[9, 7, 1]"
letterpile.com,3,,"[7, 3, 5]"
www.telugu360.com,3,,"[3, 7, 0]"
globalcomment.com,3,,"[12, 5, 0]"
cornerstone.lib.mnsu.edu,3,,"[10, 9, 1]"
www.st-v-sw.net,3,,"[9, 7, 12]"
www.palmyria.co.uk,3,,"[3, 10, 12]"
www.freerangekids.com,3,,"[1, 3, 5]"
www.optouttoday.com,3,,"[3, 2, 9]"
www.law.gmu.edu,3,,"[10, 9, 1]"
scholarship.law.upenn.edu,3,,"[7, 4, 1]"
www.torquecars.com,3,,"[10, 9, 0]"
drivecave.com,3,,"[12, 10, 0]"
easternstargeek.blogspot.com,3,,"[1, 10, 3]"
digital.library.temple.edu,3,,"[2, 10, 1]"
www.gender-focus.com,3,,"[5, 1, 3]"
autorrealizarte.com,4,,"[2, 9, 3, 7]"
kaosenlared.net,3,,"[5, 10, 9]"
www.energy.gov,3,,"[0, 8, 2]"
www.ipwatchdog.com,3,,"[2, 9, 10]"
www.biodiversivist.com,3,,"[3, 8, 2]"
docshare.tips,3,,"[6, 4, 2]"
www.cesj.org,4,,"[6, 2, 5, 1]"
www.cigna.com,3,,"[5, 0, 4]"
www.medicaldaily.com,3,,"[2, 4, 1]"
nielsenhayden.com,3,,"[3, 10, 7]"
www.dreammeaning.net,3,,"[5, 10, 4]"
lindagraham-mft.net,3,,"[4, 3, 1]"
d2osdnqd2igqfx.cloudfront.net,3,,"[3, 7, 13]"
www.adlercolvin.com,3,,"[6, 9, 2]"
